app_id,pricing_plan_id,feature
b9d0bd7c-b7cd-4c26-bd6d-cb378cfd54cf,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Credit Notes
8d8f8ae0-3d71-4591-bf3e-e4fb30a75039,8e04352d-0615-407b-a974-8ff5198a312c,Grid/Slider/Collage gallery Layout
8d8f8ae0-3d71-4591-bf3e-e4fb30a75039,8e04352d-0615-407b-a974-8ff5198a312c,Show Load More
b9d0bd7c-b7cd-4c26-bd6d-cb378cfd54cf,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Return Forms
4c8cfd14-2386-485a-ae5a-157d18187d2b,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Basic+
8d8f8ae0-3d71-4591-bf3e-e4fb30a75039,8e04352d-0615-407b-a974-8ff5198a312c,Modal Popup Window for post content
8d8f8ae0-3d71-4591-bf3e-e4fb30a75039,8e04352d-0615-407b-a974-8ff5198a312c,No Branding
331f152f-1ac9-4689-850c-2c4e03a35ffb,fd802214-79aa-4d50-b8b7-04a969cec445,Survey 1000 orders
4c8cfd14-2386-485a-ae5a-157d18187d2b,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Automatic & Unlimited Invoices
4c8cfd14-2386-485a-ae5a-157d18187d2b,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Multiple Languages & Currencies
4c8cfd14-2386-485a-ae5a-157d18187d2b,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Sequential Invoice Numbers
331f152f-1ac9-4689-850c-2c4e03a35ffb,fd802214-79aa-4d50-b8b7-04a969cec445,Customizable questions and designs
edda439a-bc55-4f1e-b846-c29e12e5cf4d,fd802214-79aa-4d50-b8b7-04a969cec445,Survey unlimited orders
4c8cfd14-2386-485a-ae5a-157d18187d2b,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Secondary Page Attachments
4c8cfd14-2386-485a-ae5a-157d18187d2b,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Priority Support
edda439a-bc55-4f1e-b846-c29e12e5cf4d,fd802214-79aa-4d50-b8b7-04a969cec445,Custom CSS for survey form
d0d87bb3-7e35-4b63-a026-d16e05edc100,fd802214-79aa-4d50-b8b7-04a969cec445,Everything in the Starter plan
5c733b3b-11f0-48d8-8d64-514a825af087,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Pro+
5c733b3b-11f0-48d8-8d64-514a825af087,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,"Dropbox, Google Drive & FTP"
5c733b3b-11f0-48d8-8d64-514a825af087,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,My Account & Order Success Invoices
d0d87bb3-7e35-4b63-a026-d16e05edc100,fd802214-79aa-4d50-b8b7-04a969cec445,Send reminders to complete survey by email
5c733b3b-11f0-48d8-8d64-514a825af087,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Multiple Store Management
5c733b3b-11f0-48d8-8d64-514a825af087,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Quotes
5c733b3b-11f0-48d8-8d64-514a825af087,dd74088c-c6ee-40ba-889e-7ef0eb62eecf,Accept Payments
